Field,Value,Neg,Pos,Total,Ratio
device_ip,38a8be5f,165,0,165,0.0
device_ip,20f18708,148,17,165,0.10303
device_ip,a0b0a11a,134,31,165,0.18788
device_ip,23e21859,144,21,165,0.12727
site_id,5c727514,164,1,165,0.00606
site_domain,bf151c77,122,43,165,0.26061
device_ip,b6971fa2,150,15,165,0.09091
device_ip,62397237,141,24,165,0.14545
device_id,878bb35d,165,0,165,0.0
device_ip,74e748fb,163,2,165,0.01212
device_ip,482c9dfa,119,46,165,0.27879
device_ip,afb719f7,121,44,165,0.26667
device_ip,951b7a97,128,37,165,0.22424
device_ip,f5eb8562,144,21,165,0.12727
device_ip,5e9fb196,135,30,165,0.18182
device_ip,45035211,164,1,165,0.00606
device_ip,bc18c24c,134,31,165,0.18788
device_ip,69ef752b,129,36,165,0.21818
device_id,ae1e9287,165,0,165,0.0
device_ip,8da1ee16,159,6,165,0.03636
C14,23433,153,12,165,0.07273
device_ip,0e5605e0,115,50,165,0.30303
device_ip,a3c75265,148,17,165,0.10303
site_domain,8ba397ef,83,82,165,0.49697
device_ip,e78432cf,134,31,165,0.18788
device_ip,3292e1ee,106,59,165,0.35758
device_ip,8d1af365,124,41,165,0.24848
device_ip,f01088c1,130,35,165,0.21212
device_ip,e3132016,165,0,165,0.0
device_ip,270b8ed3,132,33,165,0.2
device_ip,3fa3a45c,143,22,165,0.13333
device_ip,fe97f17d,161,4,165,0.02424
device_ip,efa24995,144,21,165,0.12727
app_id,be44e4a5,165,0,165,0.0
device_ip,83199492,117,48,165,0.29091
device_ip,b3c398c5,165,0,165,0.0
device_ip,aa83d1df,130,35,165,0.21212
device_ip,f51c8a21,152,13,165,0.07879
device_ip,ba3d31d5,148,17,165,0.10303
device_ip,e59c2fb2,142,23,165,0.13939
device_ip,fe08d541,119,46,165,0.27879
app_id,72c30e4d,135,30,165,0.18182
device_ip,8152c499,146,19,165,0.11515
device_ip,da062c3e,119,46,165,0.27879
device_ip,149d1db9,132,33,165,0.2
device_ip,4ef685f1,160,5,165,0.0303
C14,22834,145,20,165,0.12121
device_ip,8a536df8,126,39,165,0.23636
device_ip,d3c16c64,126,39,165,0.23636
device_ip,350a3b15,165,0,165,0.0
device_ip,cb4055d3,124,41,165,0.24848
device_ip,344fc608,164,1,165,0.00606
device_ip,c615c7a0,133,32,165,0.19394
device_id,a3116180,156,9,165,0.05455
device_model,4b1ed88b,154,11,165,0.06667
device_ip,475c0f1d,130,35,165,0.21212
device_ip,fcd9dc83,129,36,165,0.21818
device_ip,6c5f0206,118,47,165,0.28485
device_ip,acc6b50c,110,55,165,0.33333
device_ip,fcdd7f7a,107,58,165,0.35152
device_ip,c2005241,140,25,165,0.15152
device_ip,0c38dc36,159,6,165,0.03636
device_ip,4ac5573c,162,3,165,0.01818
device_ip,33b07f25,126,39,165,0.23636
device_ip,f47131ac,121,44,165,0.26667
device_ip,91363c37,141,24,165,0.14545
device_ip,95c197e8,109,56,165,0.33939
device_ip,5b155f00,135,30,165,0.18182
device_ip,1b53fb81,152,13,165,0.07879
device_ip,7a2e5b1b,132,33,165,0.2
device_ip,2a7d3070,106,59,165,0.35758
device_ip,a6753847,165,0,165,0.0
app_id,ee4142f1,150,15,165,0.09091
device_ip,3a894a68,150,15,165,0.09091
device_ip,152817cd,145,20,165,0.12121
device_ip,363f24b3,136,29,165,0.17576
device_ip,f1f8c6f3,147,18,165,0.10909
device_ip,9bfc3ea8,132,33,165,0.2
device_ip,0a3109f5,130,35,165,0.21212
device_ip,5873f97c,135,30,165,0.18182
device_ip,3604ba57,136,29,165,0.17576
device_ip,15711672,141,24,165,0.14545
device_ip,f7df5bd8,116,49,165,0.29697
device_ip,d831fbfb,156,9,165,0.05455
device_ip,edabfaaa,165,0,165,0.0
device_ip,09b9fa48,140,25,165,0.15152
site_domain,ec1248e1,87,78,165,0.47273
device_id,7be62fd3,154,11,165,0.06667
device_ip,7ab5c451,120,45,165,0.27273
device_ip,631edc41,129,36,165,0.21818
device_ip,a598c3c2,124,41,165,0.24848
device_ip,c8b906ed,159,6,165,0.03636
site_domain,4ca61f38,158,7,165,0.04242
device_ip,beeb2093,147,18,165,0.10909
device_ip,b6f2a562,147,18,165,0.10909
device_ip,629e4fb4,133,32,165,0.19394
device_ip,01f765bc,163,2,165,0.01212
device_ip,80d3f5c9,125,40,165,0.24242
device_ip,73689af4,131,34,165,0.20606
device_ip,972bc2bb,153,12,165,0.07273
site_domain,7a87fbb0,164,1,165,0.00606
device_ip,c161693d,141,24,165,0.14545
device_ip,b33b0066,127,38,165,0.2303
device_ip,18ca08c6,128,37,165,0.22424
app_id,dff00069,146,19,165,0.11515
device_ip,5bca79a4,125,40,165,0.24242
device_ip,b6949769,161,4,165,0.02424
device_ip,d43bde1a,128,37,165,0.22424
device_ip,a2bafb32,144,21,165,0.12727
device_ip,ed8d5c0f,127,38,165,0.2303
device_ip,49b5cd77,125,40,165,0.24242
device_ip,46b03c52,137,28,165,0.1697
device_ip,a915148b,128,37,165,0.22424
device_ip,f83d7205,129,36,165,0.21818
app_id,ead6bf2d,142,23,165,0.13939
device_ip,47088203,135,30,165,0.18182
device_ip,5d6712db,122,43,165,0.26061
device_ip,5847dbd3,158,7,165,0.04242
device_ip,77361884,143,22,165,0.13333
device_ip,3d9ff4f2,96,69,165,0.41818
device_ip,bb835c27,127,38,165,0.2303
device_ip,e63b7b8d,112,53,165,0.32121
device_ip,9596e54e,125,40,165,0.24242
device_ip,4df09ce7,104,61,165,0.3697
device_ip,a6de95d4,131,34,165,0.20606
device_ip,21f015f8,137,28,165,0.1697
device_ip,7538d351,125,40,165,0.24242
device_ip,4bbdae34,135,30,165,0.18182
site_id,1be75e5b,130,35,165,0.21212
device_ip,ba2585c1,128,37,165,0.22424
device_model,8f905454,135,30,165,0.18182
device_model,8f7726fd,132,33,165,0.2
device_ip,aa95c1e0,123,42,165,0.25455
device_ip,4e3bee3c,165,0,165,0.0
device_ip,fa330bfa,126,39,165,0.23636
site_domain,2ce6a5a9,165,0,165,0.0
device_ip,953c1536,130,35,165,0.21212
device_ip,2e2d5849,133,32,165,0.19394
device_ip,a896684d,125,40,165,0.24242
device_ip,190272bb,162,3,165,0.01818
device_ip,49eb0213,130,35,165,0.21212
device_ip,f7d72513,165,0,165,0.0
device_ip,14824494,163,2,165,0.01212
device_ip,ebf4b1f5,145,20,165,0.12121
device_ip,4a467ca2,128,37,165,0.22424
device_id,6d09cc9e,150,15,165,0.09091
device_ip,7c783e44,139,26,165,0.15758
site_id,d2025eb4,162,3,165,0.01818
device_ip,5b6da2f1,124,41,165,0.24848
device_ip,dc62d2e3,116,49,165,0.29697
device_ip,5ebffd59,160,5,165,0.0303
device_ip,888b31af,118,47,165,0.28485
device_id,2f416546,162,3,165,0.01818
device_ip,50d9bc4e,126,39,165,0.23636
device_ip,dd353433,135,30,165,0.18182
device_ip,0d9990c8,137,28,165,0.1697
device_ip,14955933,121,44,165,0.26667
device_ip,d5d61e54,150,15,165,0.09091
device_ip,3a27f6eb,130,35,165,0.21212
device_ip,f0751c00,127,38,165,0.2303
device_ip,439953b9,132,33,165,0.2
device_ip,464a29ac,146,19,165,0.11515
device_ip,e33326ab,131,34,165,0.20606
device_ip,ee381ff2,141,24,165,0.14545
device_ip,5193b219,151,14,165,0.08485
device_ip,593f8c18,131,34,165,0.20606
device_ip,3bb1c3d5,118,47,165,0.28485
device_ip,30ae13fa,132,33,165,0.2
device_ip,2fa23d51,137,28,165,0.1697
site_domain,28324f59,162,3,165,0.01818
device_ip,e63d326d,116,49,165,0.29697
device_ip,d18f355f,161,4,165,0.02424
device_ip,770dab55,158,7,165,0.04242
app_domain,47db8711,150,15,165,0.09091
device_ip,8a47c245,134,32,166,0.19277
device_ip,295144ae,126,40,166,0.24096
device_ip,ef3392f5,159,7,166,0.04217
device_ip,edf68836,127,39,166,0.23494
device_ip,1ad06eab,143,23,166,0.13855
device_ip,cc24dab4,143,23,166,0.13855
device_ip,bf675bf8,163,3,166,0.01807
device_id,db874959,149,17,166,0.10241
device_ip,25ed87da,146,20,166,0.12048
device_ip,8589253e,123,43,166,0.25904
device_model,bd3ceb1f,139,27,166,0.16265
device_ip,91665df3,117,49,166,0.29518
device_ip,7bd8d00a,123,43,166,0.25904
site_domain,c688c04e,114,52,166,0.31325
device_ip,426561a9,127,39,166,0.23494
device_ip,9e3b2786,141,25,166,0.1506
device_ip,e91fc186,133,33,166,0.1988
device_ip,b7a4ed1d,130,36,166,0.21687
device_ip,466fd5ee,153,13,166,0.07831
device_ip,32ed86eb,115,51,166,0.30723
device_ip,14b82a54,123,43,166,0.25904
device_ip,0defdfbc,135,31,166,0.18675
device_ip,f1cbe75c,134,32,166,0.19277
device_ip,439c7dc8,128,38,166,0.22892
device_ip,fd214bc6,125,41,166,0.24699
device_ip,c0cf428b,118,48,166,0.28916
device_ip,58e61702,133,33,166,0.1988
device_ip,d3c3a1bb,162,4,166,0.0241
device_ip,110273f9,163,3,166,0.01807
device_ip,678ba80f,131,35,166,0.21084
device_id,d4be95c2,165,1,166,0.00602
device_ip,b509a12c,158,8,166,0.04819
site_domain,5c257659,82,84,166,0.50602
device_ip,6962ca0a,136,30,166,0.18072
device_ip,937d8482,142,24,166,0.14458
device_ip,213b58bd,133,33,166,0.1988
device_ip,1c003dd5,147,19,166,0.11446
site_id,ee511b55,112,54,166,0.3253
device_ip,28bb0d34,137,29,166,0.1747
device_ip,b7487678,132,34,166,0.20482
device_ip,4f199806,112,54,166,0.3253
device_ip,0c4eb00b,138,28,166,0.16867
device_ip,46b2932c,151,15,166,0.09036
device_ip,4010a6d0,126,40,166,0.24096
device_ip,3e055d78,130,36,166,0.21687
device_ip,da450c86,161,5,166,0.03012
device_id,89c01522,165,1,166,0.00602
device_ip,0541a400,132,34,166,0.20482
device_id,e379b734,152,14,166,0.08434
device_ip,b7e9a9de,165,1,166,0.00602
device_model,a669ad46,162,4,166,0.0241
device_ip,658880a7,145,21,166,0.12651
site_domain,d960a505,157,9,166,0.05422
app_id,e05eba91,63,103,166,0.62048
device_ip,45ba8547,166,0,166,0.0
device_ip,f75c88a9,133,33,166,0.1988
device_ip,109f3b66,126,40,166,0.24096
device_ip,f109d0e8,126,40,166,0.24096
device_ip,3f3f90b5,160,6,166,0.03614
device_ip,318a3412,136,30,166,0.18072
device_ip,a1d7eceb,124,42,166,0.25301
device_ip,79157ef3,149,17,166,0.10241
device_ip,35edd790,135,31,166,0.18675
device_ip,81b96f50,127,39,166,0.23494
device_ip,60973d7d,161,5,166,0.03012
C14,22835,146,20,166,0.12048
device_ip,22ab9851,101,65,166,0.39157
device_ip,d1053a1d,141,25,166,0.1506
device_ip,9b7b362d,131,35,166,0.21084
device_ip,b06c9cf7,134,32,166,0.19277
device_id,fc151ce1,166,0,166,0.0
device_ip,ff4260b6,166,0,166,0.0
device_ip,d20be462,114,52,166,0.31325
device_ip,dfb641d1,164,2,166,0.01205
device_ip,b858faa7,164,2,166,0.01205
device_ip,58364d02,151,15,166,0.09036
device_ip,b47088e8,135,31,166,0.18675
device_model,74672aa0,132,34,166,0.20482
C14,23431,157,9,166,0.05422
device_ip,d2a20e04,118,48,166,0.28916
device_ip,c728d835,120,46,166,0.27711
device_ip,718049a2,142,24,166,0.14458
device_ip,98f3aa26,119,47,166,0.28313
device_ip,5e9cd60a,133,33,166,0.1988
device_ip,a955ae0c,156,10,166,0.06024
device_ip,6d2c3609,115,51,166,0.30723
device_ip,3fcc5a96,122,44,166,0.26506
device_ip,a8dc8d3a,120,46,166,0.27711
device_ip,d5146045,130,36,166,0.21687
device_ip,09ebc8bc,143,23,166,0.13855
device_ip,9bdc114d,145,21,166,0.12651
device_ip,dbbbfe0e,120,46,166,0.27711
device_ip,d7801ca3,139,27,166,0.16265
device_ip,79ab85a1,100,66,166,0.39759
device_ip,cead455b,125,41,166,0.24699
device_ip,2fcbfb67,162,4,166,0.0241
device_ip,f52eaa01,163,3,166,0.01807
device_ip,3bcdb4d7,144,22,166,0.13253
device_ip,b3317a40,106,60,166,0.36145
device_ip,020eb644,132,34,166,0.20482
device_ip,a871be16,143,23,166,0.13855
device_ip,96b7a555,159,7,166,0.04217
device_ip,7de336ea,124,42,166,0.25301
device_ip,76799157,137,29,166,0.1747
device_ip,516fe091,163,3,166,0.01807
device_ip,c2e6140a,115,51,166,0.30723
device_ip,67649463,128,38,166,0.22892
device_id,460510fe,166,0,166,0.0
device_ip,1e74de95,163,3,166,0.01807
device_ip,4464d375,157,9,166,0.05422
device_ip,98772935,163,3,166,0.01807
device_ip,548fc13d,132,34,166,0.20482
device_ip,915c7caf,160,6,166,0.03614
device_id,9c075c2d,106,60,166,0.36145
device_ip,9a60f59c,162,4,166,0.0241
device_ip,09fdf84d,143,23,166,0.13855
device_ip,05cb6014,122,44,166,0.26506
device_ip,485405e3,115,51,166,0.30723
device_ip,786e28c4,134,32,166,0.19277
device_ip,3d548432,140,26,166,0.15663
device_ip,a7b3f5fc,166,0,166,0.0
device_ip,49fc79b6,163,3,166,0.01807
device_ip,794869b0,161,5,166,0.03012
device_ip,7d04baac,162,4,166,0.0241
device_ip,347b097e,160,6,166,0.03614
device_ip,88581aac,149,17,166,0.10241
device_ip,a919eab6,116,50,166,0.3012
device_ip,07800c00,92,74,166,0.44578
device_ip,bc792398,122,44,166,0.26506
device_ip,eb7e55d0,129,37,166,0.22289
device_ip,1aeb56e6,134,32,166,0.19277
device_ip,6fc2e1f6,166,0,166,0.0
device_ip,abb042fc,164,2,166,0.01205
device_ip,e8d6dc94,135,31,166,0.18675
device_ip,2002e313,121,45,166,0.27108
device_ip,28011b40,131,35,166,0.21084
device_ip,0defdf9d,161,5,166,0.03012
device_ip,ce58d71d,160,6,166,0.03614
device_ip,1e03b90a,126,40,166,0.24096
device_ip,2bfb1f72,153,13,166,0.07831
device_ip,904eb388,135,31,166,0.18675
device_ip,1a26d76b,136,30,166,0.18072
device_ip,066dfb47,163,3,166,0.01807
device_ip,6caf39e9,127,39,166,0.23494
device_ip,6501d6fc,166,0,166,0.0
device_ip,6f7e35ac,124,42,166,0.25301
device_ip,54c6c55d,164,2,166,0.01205
device_ip,ecda681a,118,48,166,0.28916
app_domain,f5a7c834,63,103,166,0.62048
device_ip,82808658,122,44,166,0.26506
device_ip,cf8d7bf1,130,36,166,0.21687
device_ip,65727a77,155,11,166,0.06627
device_ip,e05d9958,150,16,166,0.09639
device_ip,f2288970,120,46,166,0.27711
device_ip,03f4e035,141,25,166,0.1506
device_ip,a07f2dab,156,10,166,0.06024
device_ip,06b7c225,146,20,166,0.12048
device_ip,7ec9af68,163,3,166,0.01807
device_ip,bb8db8d5,119,47,166,0.28313
device_id,9689b9cf,166,0,166,0.0
device_ip,c057f65b,131,35,166,0.21084
device_ip,57a132e5,122,44,166,0.26506
device_ip,4a6edcb4,165,1,166,0.00602
device_ip,9eb2dc31,130,36,166,0.21687
device_ip,2c2a4e5b,163,3,166,0.01807
device_ip,0d3cd0bc,166,0,166,0.0
device_ip,c325c042,164,2,166,0.01205
device_id,52f478df,166,0,166,0.0
device_ip,8ab952f8,125,41,166,0.24699
device_ip,2feff5cf,163,3,166,0.01807
device_ip,58aa6d8a,164,2,166,0.01205
device_ip,ea98e2e5,166,0,166,0.0
device_ip,fbef2e43,135,31,166,0.18675
device_ip,94f5a73d,118,48,166,0.28916
device_ip,380ad27f,161,5,166,0.03012
device_ip,46d638f6,163,3,166,0.01807
device_ip,73293094,144,22,166,0.13253
device_ip,a64ad88e,166,0,166,0.0
device_ip,e618b9d5,139,27,166,0.16265
device_ip,1ffc2dbc,160,6,166,0.03614
device_id,04950a80,166,0,166,0.0
device_ip,ed55d981,146,20,166,0.12048
device_ip,53b820b9,121,45,166,0.27108
device_ip,d889999d,161,5,166,0.03012
device_ip,689c60e8,166,0,166,0.0
device_ip,09c70b1e,135,31,166,0.18675
device_ip,f76bafb5,166,0,166,0.0
device_ip,f65dd52f,163,3,166,0.01807
device_model,f4f1249d,141,25,166,0.1506
device_ip,62d1b777,162,4,166,0.0241
device_ip,e4c49379,123,43,166,0.25904
device_ip,45fd5d27,131,35,166,0.21084
device_ip,50340433,133,33,166,0.1988
device_ip,19d7cd13,166,0,166,0.0
device_ip,5482de4a,166,0,166,0.0
device_ip,6d73554a,142,24,166,0.14458
device_ip,479c20dc,155,11,166,0.06627
device_ip,89df4199,116,50,166,0.3012
device_ip,aa40f904,120,46,166,0.27711
device_ip,2de40178,130,36,166,0.21687
app_id,432f06b5,166,0,166,0.0
device_ip,c9ac0f66,142,24,166,0.14458
device_ip,7e5bd119,166,0,166,0.0
device_ip,4ec45464,133,34,167,0.20359
device_ip,d42be1a7,143,24,167,0.14371
device_ip,7116e060,163,4,167,0.02395
device_ip,7351f114,160,7,167,0.04192
device_ip,fbd76176,165,2,167,0.01198
device_ip,30c9b5f5,132,35,167,0.20958
device_ip,163a39f5,119,48,167,0.28743
device_ip,19848d0d,132,35,167,0.20958
device_ip,48cfd729,101,66,167,0.39521
device_ip,651621d5,148,19,167,0.11377
device_ip,358b4cb9,134,33,167,0.1976
device_id,dc0f68e0,102,65,167,0.38922
device_ip,888e234c,164,3,167,0.01796
device_ip,84288586,153,14,167,0.08383
device_ip,a9b4a0dd,141,26,167,0.15569
device_ip,a6e272ec,93,74,167,0.44311
device_ip,8e6aab6c,121,46,167,0.27545
device_ip,8a20372f,137,30,167,0.17964
device_ip,66da3c29,166,1,167,0.00599
device_ip,1f3f5401,140,27,167,0.16168
device_id,e76df269,140,27,167,0.16168
device_ip,8e8446f4,122,45,167,0.26946
device_ip,c6b812c9,124,43,167,0.25749
device_ip,a3bbc5ba,109,58,167,0.34731
device_ip,db0139e1,120,47,167,0.28144
device_ip,1112349d,153,14,167,0.08383
device_ip,1ab2786e,162,5,167,0.02994
device_ip,886e763d,126,41,167,0.24551
device_ip,90215ed9,141,26,167,0.15569
device_ip,8906f4ee,129,38,167,0.22754
device_ip,393a542d,164,3,167,0.01796
device_ip,411ad4cb,132,35,167,0.20958
device_ip,732ee086,125,42,167,0.2515
device_ip,6a969455,164,3,167,0.01796
device_ip,effa9145,140,27,167,0.16168
device_ip,81f8300b,140,27,167,0.16168
device_ip,f41091e8,165,2,167,0.01198
device_id,d10cfd6e,167,0,167,0.0
device_ip,1b6a661b,133,34,167,0.20359
device_ip,b20da4d9,137,30,167,0.17964
device_ip,72aa47ce,132,35,167,0.20958
device_ip,a85c9269,133,34,167,0.20359
site_domain,2434848f,127,40,167,0.23952
device_ip,5d8ef6b0,139,28,167,0.16766
device_ip,5025b3d2,127,40,167,0.23952
site_domain,2272e8ad,139,28,167,0.16766
device_ip,8d881056,123,44,167,0.26347
device_ip,6c27c826,161,6,167,0.03593
device_ip,5c3e444a,164,3,167,0.01796
device_ip,ebda5821,127,40,167,0.23952
device_ip,e2d25328,126,41,167,0.24551
device_ip,04a3834a,133,34,167,0.20359
device_ip,7cce2ab0,121,46,167,0.27545
device_ip,a786bcce,117,50,167,0.2994
device_ip,c9870d71,123,44,167,0.26347
device_ip,565191a9,125,42,167,0.2515
device_ip,9a674a0e,136,31,167,0.18563
device_ip,181e0c6f,162,5,167,0.02994
device_ip,4fc9ce91,138,29,167,0.17365
device_ip,2fe03658,131,36,167,0.21557
device_ip,b66e5482,125,42,167,0.2515
app_id,52c429cb,167,0,167,0.0
device_ip,8302c73a,157,10,167,0.05988
device_ip,271b9afd,152,15,167,0.08982
device_ip,3fc79935,157,10,167,0.05988
device_ip,a25f1aff,126,41,167,0.24551
device_ip,ec17ec3c,165,2,167,0.01198
device_ip,86c8fcfa,165,2,167,0.01198
device_ip,2123c782,164,3,167,0.01796
device_ip,97be49ab,162,5,167,0.02994
device_ip,9cbd0652,122,45,167,0.26946
device_ip,1aa627ae,158,9,167,0.05389
device_ip,68b665d7,162,5,167,0.02994
device_ip,9d80afe9,151,16,167,0.09581
device_ip,6b6e9e68,130,37,167,0.22156
device_ip,d71a20c4,124,43,167,0.25749
device_ip,ea4e1058,127,40,167,0.23952
device_ip,f717d071,110,57,167,0.34132
device_id,a7e1ca7e,165,2,167,0.01198
device_ip,7e92bc45,165,2,167,0.01198
device_ip,915895a0,123,44,167,0.26347
device_ip,b7f8b5b4,129,38,167,0.22754
device_ip,ed8afd09,114,53,167,0.31737
device_ip,cd176b0b,118,49,167,0.29341
device_id,a63e0a17,130,37,167,0.22156
device_ip,239c8faf,145,22,167,0.13174
device_ip,458a054e,136,31,167,0.18563
device_ip,c2df3082,137,30,167,0.17964
device_ip,504c6d48,162,5,167,0.02994
device_ip,663935a0,128,39,167,0.23353
device_ip,25218504,140,27,167,0.16168
device_ip,9315ef08,146,21,167,0.12575
device_ip,d0dcb2d0,163,4,167,0.02395
device_ip,fbd6b087,139,28,167,0.16766
device_ip,7f791cd1,131,36,167,0.21557
device_ip,3a57f552,166,1,167,0.00599
device_ip,4fc8815c,160,7,167,0.04192
device_ip,521e499f,167,0,167,0.0
device_ip,412476c2,128,39,167,0.23353
device_ip,9210211b,165,2,167,0.01198
device_ip,4e9d3e5b,166,1,167,0.00599
device_ip,6c64ef63,167,0,167,0.0
device_ip,79b0215e,119,48,167,0.28743
device_ip,121cee1d,132,35,167,0.20958
device_ip,99d03294,158,9,167,0.05389
device_ip,6c88e593,148,19,167,0.11377
device_ip,8f3d3678,144,23,167,0.13772
device_ip,9ed9d364,127,40,167,0.23952
device_ip,30367b72,145,22,167,0.13174
device_ip,0462df5f,133,34,167,0.20359
device_ip,f46c6d27,123,44,167,0.26347
device_ip,3952fbf0,156,11,167,0.06587
device_ip,48220c7d,128,39,167,0.23353
device_ip,5ab60068,136,31,167,0.18563
device_ip,bccf7809,134,33,167,0.1976
device_ip,eb8721b7,162,5,167,0.02994
site_domain,88d61502,138,29,167,0.17365
device_ip,83e3f1aa,109,58,167,0.34731
device_id,863abb3c,167,0,167,0.0
device_ip,2a236f2e,149,18,167,0.10778
device_ip,b3a91863,127,40,167,0.23952
device_model,9187d74c,143,24,167,0.14371
device_ip,42290f14,139,28,167,0.16766
device_ip,7761c36c,127,40,167,0.23952
device_id,f02716a9,167,0,167,0.0
device_ip,b670a069,165,2,167,0.01198
device_ip,531daff1,167,0,167,0.0
device_ip,460a283b,131,36,167,0.21557
device_ip,a41e98d4,139,28,167,0.16766
device_ip,e274e470,163,4,167,0.02395
device_ip,a0c3e4b3,167,0,167,0.0
device_ip,e1d695e0,108,59,167,0.35329
device_ip,af55c470,123,44,167,0.26347
device_ip,f4fd0373,117,50,167,0.2994
device_model,c131f7da,135,32,167,0.19162
device_ip,f3857b4b,134,33,167,0.1976
device_ip,41c8a351,133,34,167,0.20359
site_domain,2e58d869,147,20,167,0.11976
app_id,8b8dda0c,103,64,167,0.38323
device_ip,21122000,129,38,167,0.22754
device_ip,db778bd2,131,36,167,0.21557
device_ip,72323579,139,28,167,0.16766
device_ip,160e9eb1,136,31,167,0.18563
device_ip,80379b07,128,39,167,0.23353
device_model,37cc94a0,78,89,167,0.53293
device_ip,f8637942,165,2,167,0.01198
site_id,4bcf3b2e,159,8,167,0.0479
device_ip,fe3ad3ea,161,6,167,0.03593
device_ip,d9233513,139,28,167,0.16766
site_id,e6b409d0,167,0,167,0.0
device_ip,dce984e2,119,48,167,0.28743
device_ip,be91b38d,130,37,167,0.22156
device_ip,9aca8151,147,20,167,0.11976
device_ip,722e9742,143,24,167,0.14371
device_ip,9c6c8f75,149,18,167,0.10778
device_ip,4a74e4dc,117,50,167,0.2994
device_ip,a581f3d0,164,3,167,0.01796
device_model,0a860907,101,66,167,0.39521
device_ip,524d8c76,128,39,167,0.23353
device_ip,e94c4bcd,128,39,167,0.23353
app_id,94c8f2ef,164,3,167,0.01796
device_ip,e7a6fabe,141,26,167,0.15569
device_id,ad576d1a,165,2,167,0.01198
device_ip,ab4cd815,140,27,167,0.16168
device_ip,9db89219,148,19,167,0.11377
device_ip,cebfcc0c,117,50,167,0.2994
device_model,6cf73b70,102,65,167,0.38922
device_ip,6ba5d5e7,124,43,167,0.25749
device_ip,6458990c,126,41,167,0.24551
device_ip,e8064c3f,145,22,167,0.13174
app_id,b6de8c17,160,7,167,0.04192
device_ip,94e53216,167,0,167,0.0
device_ip,9a5242bf,118,49,167,0.29341
device_ip,cc828ae6,161,6,167,0.03593
device_ip,4e932b0f,162,5,167,0.02994
device_ip,244a9b0e,128,39,167,0.23353
device_ip,6c87b8fa,164,3,167,0.01796
device_ip,d8075066,165,2,167,0.01198
device_ip,b0bce350,156,11,167,0.06587
device_ip,f38f20b7,143,24,167,0.14371
device_ip,44c3a211,127,40,167,0.23952
device_ip,94cd4a3d,159,8,167,0.0479
device_ip,ccdc0af6,132,35,167,0.20958
C17,2598,164,3,167,0.01796
device_ip,81f42678,156,11,167,0.06587
device_ip,9f6676fc,159,8,167,0.0479
device_ip,aaa229bc,122,45,167,0.26946
device_model,f5243890,128,39,167,0.23353
device_ip,0a619de4,116,51,167,0.30539
device_ip,b1bb0e84,128,39,167,0.23353
device_id,7f519a74,161,6,167,0.03593
device_ip,1a2a44f0,145,22,167,0.13174
device_ip,5a7ed5ab,167,0,167,0.0
device_model,40e46187,116,51,167,0.30539
device_ip,11780f8d,167,0,167,0.0
device_ip,1a67bd3f,165,2,167,0.01198
device_ip,85f7d139,132,35,167,0.20958
device_model,d0cb3b3b,131,36,167,0.21557
device_ip,5e4e064e,133,34,167,0.20359
device_ip,a182b499,131,36,167,0.21557
device_ip,b2466bc6,96,71,167,0.42515
device_ip,61e35825,167,0,167,0.0
device_ip,3e16e98a,127,40,167,0.23952
device_ip,6a238504,129,38,167,0.22754
device_ip,bb5257ec,159,8,167,0.0479
device_ip,af06fb70,154,13,167,0.07784
device_ip,49bc5891,126,41,167,0.24551
device_ip,cfeed5cf,126,41,167,0.24551
device_model,879fca1d,111,56,167,0.33533
device_ip,75249d8c,154,13,167,0.07784
device_ip,3db60154,167,0,167,0.0
device_model,0a903d85,149,18,167,0.10778
device_ip,73aca4de,127,40,167,0.23952
device_ip,2c62faf8,147,20,167,0.11976
device_ip,9210addc,105,62,167,0.37126
device_id,c7d85aaf,167,0,167,0.0
device_ip,0ad1620e,98,69,167,0.41317
device_ip,6f212b24,121,46,167,0.27545
device_ip,122adc9c,163,5,168,0.02976
device_ip,009a6085,112,56,168,0.33333
device_ip,54621926,136,32,168,0.19048
device_ip,9fb98a1a,161,7,168,0.04167
device_ip,7c4b2820,137,31,168,0.18452
device_ip,7f742a05,165,3,168,0.01786
device_ip,12c6844b,167,1,168,0.00595
device_ip,40ea3b0e,167,1,168,0.00595
device_ip,d242e1a0,134,34,168,0.20238
device_ip,a60b8782,134,34,168,0.20238
device_ip,f89dc79b,131,37,168,0.22024
device_ip,f1bc38a5,133,35,168,0.20833
device_ip,6451c90b,155,13,168,0.07738
device_ip,ee55920a,160,8,168,0.04762
device_ip,d1a2205e,168,0,168,0.0
device_ip,d490894b,147,21,168,0.125
device_ip,4cf86c6c,117,51,168,0.30357
device_ip,89eac507,160,8,168,0.04762
device_id,1c4ebc13,168,0,168,0.0
device_ip,1922b170,165,3,168,0.01786
device_ip,4048e9bc,132,36,168,0.21429
device_ip,760834ed,137,31,168,0.18452
device_ip,38064c90,145,23,168,0.1369
device_ip,47f4afc1,130,38,168,0.22619
device_ip,d58eef88,132,36,168,0.21429
device_ip,3765804c,132,36,168,0.21429
device_ip,1a7f3146,129,39,168,0.23214
device_ip,308bae8b,124,44,168,0.2619
device_ip,561d2e1d,133,35,168,0.20833
device_ip,f99e40e7,131,37,168,0.22024
device_id,251f09ed,161,7,168,0.04167
device_ip,a9fe0d91,139,29,168,0.17262
device_ip,19df59e9,146,22,168,0.13095
device_ip,2c4508c9,149,19,168,0.1131
